var_id;fam_id;typenq_id;vartype_id;var_nom;var_lib;var_label;var_ancienid;var_obs;var_datedebut;var_datefin;var_typeinit;var_valeurinit;var_unite;var_calcule
5796;19;1;28;PARC_AO_Total_Age_calc;Parc AO : Age moyen du parc (calcul auto);Âge moyen;4814;"Remplace la variable 4814 à partir de l'enquête sur les données 2012
2016 : ajout du téléphérique dans le calcul";40544;;V;;années;1
5886;19;1;11;PARC_AO_Navettes_mf;Parc AO : Nombre de navettes mf;Navettes maritimes ou fluviales;;;40909;;V;;bateaux;
5887;19;1;28;PARC_AO_Navettes_mf_Age;Parc AO: Age moyen navettes maritimes ou fluviales;Age moyen navettes maritimes ou fluviales appartenant à l'exploitant;;;40909;;V;;années;
5888;19;1;21;PARC_AO_Navettes_mf_Places;Parc AO : Nbre moyen de places;;;;40909;;V;;places / bateau;
5889;19;1;11;PARC_AO_VLS;Nombre de vélos en libre service appartenant à l'AO;Vélos en libre service;;;40909;42369;V;;vélos;
5890;19;1;28;PARC_AO_VLS_Age;Parc AO : Age moyen VLS;;;;40909;42369;V;;années;
5891;19;1;11;PARC_AO_VLocation;Nombre de vélos en location appartenant à l'AO;Vélos en location longue durée;;;40909;42369;V;;vélos;
5892;19;1;28;PARC_AO_VLocation_Ages;Parc AO : Age moyen vélos en location longue durée;;;;40909;42369;V;;années;
5893;19;1;11;PARC_AO_Autopartage;Nombre de véhicules d'autopartage appartenant à l'AO;Véhicule d'autopartage;;;40909;42369;V;;véhicules;
5894;19;1;28;PARC_AO_Autopartage_Age;Parc AO : Age moyen véhicules autopartage;;;;40909;42369;V;;années;
5909;19;1;11;PARC_AO_Bus_Trolleybus;;;;PARC_AO tous types autocar, autobus et trolleybus;37987;;V;;véhicules;
6089;19;1;11;PARC_AO_telepherique_cabine;Parc AO : nombre de cabines de téléphérique;Téléphérique urbain;;;42370;;V;;cabines;
6090;19;1;21;PARC_AO_telepherique_Places;Parc AO : téléphériques, capacité moyenne;;;;42370;;V;;places / cabine;
6091;19;1;28;PARC_AO_telepherique_Age;Parc AO : téléphérique, âge moyen;;;;42370;;V;;années;
6119;19;1;11;PARC_AO_TramTrain_rames;Parc AO : nombre de rames de tram-train;Tram-train;;;42370;;V;;rames;
6121;19;1;21;PARC_AO_TraTrain_Places;Parc AO : tram-train, capacité moyenne;;;;42370;;V;;places / rames;
6122;19;1;28;PARC_AO_tramtrain_Age;Parc AO : tram-train, âge moyen;;;;42370;;V;;années;
6123;19;1;39;PARC_MAD_STT_Type;Parc mis à la disposition des sous-traitants, type;Type de véhicules :;;;42370;;V;;;
6124;19;1;11;PARC_AO_Veh_MAD_STT_Nombre;Parc AO : Nombre total de véhicules mis à disposition des sous traitants;Véhicules mis à disposition des sous-traitants;;;42370;;V;;;
291;20;1;11;PARC_AO_MAD_Autobus_Std;Parc AO : Nombre d'Autobus standards mis à disposition par l'AO;Autobus Standards (12 m);291;;34700;;V;;véhicules;
292;20;1;11;PARC_EXPL_Autobus_Std;Parc Expl : Autobus standards et autocars : Nombre de véhicules appartenant à l'entreprise;Autobus Standards;292;;34700;;V;;véhicules;
294;20;1;11;PARC_AO_MAD_Autobus_Articules;Parc AO : Nombre d'Autobus articulés mis à diposition par l'AO;Autobus articulés (18 m et +);294;;34700;;V;;véhicules;
295;20;1;11;PARC_EXPL_Autobus_Articules;Parc Expl : Autobus articulés : Nombre de véhicules appartenant à l'entreprise;Autobus Articulés;295;;34700;;V;;véhicules;
297;20;1;11;PARC_AO_MAD_Autobus_Gab_Reduit;Parc AO : Nombre d'Autobus à gabarit réduit mis à disposition par l'AO;Autobus à gabarit réduit (9 à 12 m);297;Label avant 2016 : Autobus à gabarit réduit (autobus de 30 à 80 places);34700;;V;;véhicules;
298;20;1;11;PARC_EXPL_Autobus_Gab_reduit;Parc Expl : Autobus à gabarit réduit : Nombre de véhicules appartenant à l'entreprise;Bus à gabarit réduit (30 à 80 pl);298;;34700;;V;;véhicules;
300;20;1;11;PARC_AO_MAD_Minibus;Parc AO : Nombre de minibus mis à disposition par l'AO;Minibus (- de 9 m);300;Label avant 2016 :Minibus (véhicule de moins de 30 places-hors véhicules TAD et PMR);34700;;V;;véhicules;
301;20;1;11;PARC_EXPL_Minibus;Parc Expl : Minibus : Nombre de véhicules appartenant à l'entreprise;Minibus (moins de 30 places);301;;34700;;V;;véhicules;
303;20;1;11;PARC_AO_MAD_Trolleybus;Parc AO : Nombre de Trolleybus mis à disposition par l'AO;Trolleybus;303;;34700;;V;;véhicules;
304;20;1;11;PARC_EXPL_Trolleybus;Parc Expl : Trolleybus : Nombre de véhicules appartenant à l'entreprise;Trolleybus;304;;34700;;V;;véhicules;
306;20;1;11;PARC_AO_MAD_Tramways_Voitures;Parc AO : Nombre de Tramways mis à disposition par l'AO;PARC_AO_Tramway;306;;34700;37986;V;;voitures;
307;20;1;11;PARC_EXPL_Tramway;Parc Expl : Tramways : Nombre de véhicules appartenant à l'entreprise;Tramway (nombre de rames);307;;34700;37986;V;;voitures;
309;20;1;11;PARC_AO_MAD_Metros_Voitures;Parc AO :  Nombre de Métros (voitures)mis à disposition par l'AO;PARC_AO_Métros;309;;34700;37986;V;;voitures;
310;20;1;11;PARC_EXPL_Metros;Parc Expl : Métros : Nombre de véhicules appartenant à l'entreprise;Métros (nombre de rames);310;;34700;37986;V;;voitures;
312;20;1;11;PARC_AO_MAD_Autres_1;Parc AO : Autres1 : Nombre de véhicules mis à disposition par  l'AO;.;312;voir type de véhicule dans variable PARC_Autres_1_Type (4836);34700;39447;V;;véhicules;
313;20;1;11;PARC_EXPL_Autres;Parc Expl : Autres : Nombre de véhicules appartenant à l'entreprise;PARC_ENTR_Autres;313;voir type de véhicule dans variable PARC_Autres_1_Type (4836);34700;39447;V;;véhicules;
505;20;1;11;PARC_AO_MAD_Total;Parc AO : nombre total  de véhicules mis à disposition par l'AO;<strong>TOTAL PARC </strong> (hors sous-traitance, hors réserve);505;;34700;;V;;véhicules;1
506;20;1;11;PARC_EXPL_Total;Parc Expl : Total nombre de véhicules appartenant à l'entreprise;;506;;34700;;V;;véhicules;1
2900;20;1;11;PARC_AO_MAD_Autocars;Parc AO : Nombre d'autocars mis à disposition par l'AO;Autocars;2900;avant 1998, les autocars étaient comptabilisés dans la catégorie autobus standards;35796;;V;;véhicules;
2901;20;1;11;PARC_EXPL_Autocars;Parc Expl: Autocars : Nombre de véhicules appartenant à l'entreprise;Autocars;2901;avant 1998, les autocars étaient comptabilisés dans la catégorie autobus standards;35796;;V;;véhicules;
4794;20;1;11;PARC_AO_MAD_Tramways_Rames;Parc AO : Nombre de rames de tramway mises à disposition par l'AO;Tramways sur rails ou sur pneus;;A partir du recueil 2005 (données 2004), données en nombre de rames;32874;;V;;rames;
4797;20;1;11;PARC_AO_MAD_Metros_Rames;Parc AO : Nbre de rames de métros mis à disposition de l'AO;Métros/VAL;;"A partir du recueil 2005 (données 2004), données en nombre de rames
Label avant 2012 : Métros (nombre de rames)";32874;;V;;rames;
4800;20;1;11;PARC_AO_MAD_Autres_2;Parc AO : Nombre de véhicules Autres2 mis à disposition par l'AO;Autres (précisez);;voir type de véhicule dans variable PARC_Autres_2_Type (4839);37987;38717;P;;véhicules;
4801;20;1;11;PARC_AO_MAD_Autres_3;Parc EXPL : Autre mode, nombre véhicules mis à disposition par l'AO (nature voir variable 4842);Autres (précisez ci-dessous);;voir type de véhicule dans variable PARC_Autres_3_Type (4842);38718;;V;;véhicules;
4802;20;1;39;PARC_AO_MAD_Autres_1_Type;Parc AO : Type des véhicules autres1 mis à disposition;;;;38043;38043;P;;;
4806;20;1;39;PARC_AO_MAD_Autres_2_Type;Parc AO : Type des véhicules Autres2 mis à disposition par l'AO;;;;38043;38043;P;;;
4809;20;1;39;PARC_AO_MAD_Autres_3_Type;Parc AO : Type des  véhicules Autres3 mis à disposition par l'AO;;;;38043;38043;P;;;
4816;20;1;21;PARC_EXPL_Autocars_Places;Parc EXPL : nombre moyen de places d'un véhicule;;;;37987;;V;;places / véh;
4817;20;1;28;PARC_EXPL_Autocars_Age;Parc EXPL : Age moyen;;;;37987;;V;;années;
4818;20;1;21;PARC_EXPL_Autobus_Std_Places;Parc EXPL : Nombre moyen de places des autobus standards;;;;37987;;V;;places / véh;
4819;20;1;28;PARC_EXPL_Autobus_Std_Age;Parc EXPL : Age moyen des autobus standards;;;;37987;;V;;années;
4820;20;1;21;PARC_EXPL_Autobus_Articules_Places;Parc EXPL : Nombre moyen de places d'un bus articulé;;;;37987;;V;;places / véh;
4821;20;1;28;PARC_EXPL_Autobus_Articules_Age;Parc EXPL : Age moyen du parc de bus articulés;;;;37987;;V;;années;
4822;20;1;21;PARC_EXPL_Autobus_Gab_Reduit_Places;Parc EXPL : nombre moyen de place Autobus Gabarit Réduit;;;;37987;;V;;places / véh;
4823;20;1;28;PARC_EXPL_Autobus_Gab_Reduit_Age;Parc EXPL : Age moyen du parc d'autobus à gabarit réduit;;;;37987;;V;;années;
4824;20;1;21;PARC_EXPL_Trolleybus_Places;Parc EXPL : Nombre moyen de place de chaque troley;;;;37987;;V;;places / véh;
4825;20;1;28;PARC_EXPL_Trolleybus_Age;Parc EXPL : Age moyen du parc de trolleys;;;;37987;;V;;années;
4826;20;1;21;PARC_EXPL_Minibus_Places;Parc EXPL : nombre moyen de places d'un minibus;;;;37987;;V;;places / véh;
4827;20;1;28;PARC_EXPL_Minibus_Age;Parc EXPL : Age moyen du parc de minibus;;;;37987;;V;;années;
4828;20;1;11;PARC_EXPL_Tramways_Rames;Parc EXPL : Nombre de rames de tramway;Tramways (nbre de rames);;A partir du recueil 2005 (données 2004), données en nombre de rames;37987;;V;;rames;
4829;20;1;21;PARC_EXPL_Tramways_Places;Parc EXPL : nbre moyen de places d'une rame de tramway;;;;37987;;V;;places / rame;
4830;20;1;28;PARC_EXPL_Tramways_Age;Parc EXPL : Age moyen du parc de tramways;;;;37987;;V;;années;
4831;20;1;11;PARC_EXPL_Metros_Rames;Parc EXPL : Nbre de rames de métros;Métros (nbre de rames);;;37987;;V;;rames;
4832;20;1;21;PARC_EXPL_Metros_Places;Parc EXPL : Nbre moyen de places d'un rame de métro;;;;37987;;V;;places / rame;
4833;20;1;28;PARC_EXPL_Metros_Age;Parc EXPL : Age moyen du parc de métro;;;;37987;;V;;années;
4834;20;1;11;PARC_EXPL_Autres_2;Parc EXPL : Autres2, nombre de véhicules;Autres (précisez);;voir type de véhicule dans variable PARC_Autres_2_Type (4839);37987;38717;P;;véhicules;
4835;20;1;11;PARC_EXPL_Autres_3;Parc EXPL : Autre mode, nombre de véhicules (nature voir variable 4842);Autres (précisez ci-dessous);;voir type de véhicule dans variable PARC_Autres_3_Type (4842);37987;;V;;véhicules;
4836;20;1;39;PARC_Autres_1_Type;Parc :  Type de véhicules Autres 1;Autres (précisez : );;Avant 2004, seule une catégorie Autre était recensée;34700;;P;;;
4837;20;1;21;PARC_EXPL_Autres_1_Places;Parc EXPL : Autres 1: Nbre moyen de places d'un véhicule;;;voir type de véhicule dans variable PARC_Autres_1_Type (4836);37987;38717;V;;places / véh;
4838;20;1;28;PARC_EXPL_Autres_1_Age;Parc EXPL : Autres 1, age moyen du parc;;;voir type de véhicule dans variable PARC_Autres_1_Type (4836);37987;38717;V;;années;
4840;20;1;21;PARC_EXPL_Autres_2_Places;Parc EXPL : Autres 2, nbre moyen de places par véhicule;;;voir type de véhicule dans variable PARC_Autres_2_Type (4839);37987;38717;V;;places / véh;
4841;20;1;28;PARC_EXPL_Autres_2_Age;Parc EXPL : Autres 2, age moyen du parc;;;voir type de véhicule dans variable PARC_Autres_2_Type (4839);37987;38717;V;;années;
4843;20;1;21;PARC_EXPL_Autres_3_Places;Parc EXPL : Autre mode, capacité moyenne (nature voir variable 4842);;;voir type de véhicule dans variable PARC_Autres_3_Type (4842);37987;;V;;places / véh;
4844;20;1;28;PARC_EXPL_Autres_3_Age;Parc EXPL : Autre mode, âge moyen (nature voir variable 4842);;;voir type de véhicule dans variable PARC_Autres_3_Type (4842);37987;;V;;années;
4845;20;1;21;PARC_EXPL_Total_Places;Parc EXPL : Tout, Nbre moyen de places;;;;37987;38717;V;;places / véh;
4846;20;1;28;PARC_EXPL_Total_Age;Parc EXPL : Age moyen du parc;;;;37987;;V;;années;1
5163;20;1;11;PARC_EXPL_Total_Calcule;PARC_EXPL_Total_Calcule;;;;37987;40543;F;[5161]+[5162];véhicules;1
5166;20;1;11;PARC_AO_MAD_Total_Calcule;PARC_AO_MAD_Total_Calcule;;;;37987;40543;F;[5164]+[5165];véhicules;1
5239;20;1;12;PARC_EXPL_TOTAL_calc;total du parc de véhicules dont dispose l'exploitant (hors sous-traitance);total du parc de véhicules dont dispose l'exploitant (hors sous-traitance);;;37987;40543;F;[5166]+[5163];véhicules;1
5333;20;1;11;PARC_AO_MAD_TAD;PARC EXPL, TAD, nombre véhicules mis à disposition par l'AO;Véhicules TAD (transport à la demande comme activité principale);;;38718;;V;;véhicules;
5334;20;1;11;PARC_EXPL_TAD;PARC EXPL, TAD, nombre véhicules;vehicule_tad;;;38718;;V;;véhicules;
5335;20;1;21;PARC_EXPL_TAD_Places;PARC EXPL, TAD, capacité moyenne;capacite_tad;;;38718;;V;;places/véh;
5336;20;1;28;PARC_EXPL_TAD_Age;PARC EXPL, TAD, âge moyen;age_tad;;;38718;;V;;années;
5337;20;1;11;PARC_AO_MAD_TPMR;PARC EXPL, TPMR, nombre véhicules mis à disposition par l'AO;Véhicules TPMR (transport des personnes à mobilité réduite comme activité principale);;;38718;;V;;véhicules;
5338;20;1;11;PARC_EXPL_TPMR;PARC EXPL, TPMR, nombre véhicules;vehicule_pmr;;;38718;;V;;véhicules;
5339;20;1;21;PARC_EXPL_TPMR_Places;PARC EXPL, TPMR, capacité moyenne;capacite_pmr;;;38718;;V;;places/véh;
5340;20;1;28;PARC_EXPL_TPMR_Age;PARC EXPL, TPMR, âge moyen;age_pmr;;;38718;;V;;années;
5341;20;1;38;existence_parc;Existence parc sous-traité;Il existe un parc sous-traité, mais vous êtes dans l'incapacité de la quantifier ?;;;38718;40178;V;;;
5437;20;1;21;PARC_EXPL_SEC_places;Capacité véhicules parc exploitant secondaire;;;;39083;;V;;;
5604;20;1;11;PARC_AO_MAD_BHNS;TCSP non lourd de type BHNS, vehicules AO;"BHNS <span style=""color:#0000FF"">(3)</span>";;avant 2012 : TCSP non lourd de type BHNS;39814;;V;;véhicules;
5605;20;1;11;PARC_EXPL_BHNS;TCSP non lourd de type BHNS, véhicules exploitant;;;;39814;;V;;véhicules;
5606;20;1;21;PARC_EXPL_BHNS_Places;TCSP non lourd de type BHNS, capacité moyenne;;;;39814;;V;;places/véh;
5607;20;1;28;PARC_EXPL_BHNS_Age;TCSP non lourd de type BHNS, âge moyen;;;;39814;;V;;années;
5608;20;1;11;PARC_AO_MAD_Funiculaires;Funiculaire, vehicules AO;Funiculaires (nombre de rames);;;39814;;V;;rames;
5609;20;1;11;PARC_EXPL_Funiculaires;Funiculaire, véhicules exploitant;Funiculaires (nombre de rames);;;39814;;V;;rames;
5610;20;1;21;PARC_EXPL_Funiculaires_Places;Funiculaire, capacité moyenne;;;;39814;;V;;places/rame;
5611;20;1;28;PARC_EXPL_Funiculaires_Age;Funiculaire, âge moyen;;;;39814;;V;;années;
5828;20;1;10;PARC_AO_MAD_Navettes_fm;Parc AO : Nombre de navettes mf mises à disposition par l'AO;Navettes maritimes ou fluviales;;;40909;;V;;bateaux;
5829;20;1;11;PARC_EXPL_Navettes_mf;Parc EXPL : Nombre de navettes maritimes ou fluviales;Nombre de navettes maritimes ou fluviales appartenant à l'exploitant;;;40909;;V;;bateaux;
5830;20;1;28;PARC_EXPL_Navettes_mf_Age;Parc EXPL : Age moyen navettes maritimes ou fluviales;Age moyen navettes maritimes ou fluviales appartenant à l'exploitant;;;40909;;V;;années;
5831;20;1;21;PARC_EXPL_Navettes_mf_Places;Parc EXPL : Capacité moyenne navettes maritimes ou fluviales;Capacité moyenne des navettes martitimes ou fluviales appartenant à l'exploitant;;;40909;;V;;places / bat.;
5835;20;1;11;PARC_AO_MAD_VLS;Nombre de vélos en libre service mise à disposition par l'AO;Vélos en libre service;;;40909;42369;V;;vélos;
5836;20;1;11;PARC_EXPL_VLS;Nombre de vélos en libre service appartenant à l'exploitant;;;;40909;42369;V;;vélos;
5837;20;1;11;PARC_EXPL_VLS_STT;Nombre de vélos en libre service appartenant au(x) sous-traitant(s);;;;40909;42369;V;;vélos;
5838;20;1;28;PARC_EXPL_VLS_Age;Parc EXPL : Age moyen VLS;;;;40909;42369;V;;années;
5839;20;1;11;PARC_AO_MAD_VLocation;Nombre de vélos en location mis à dispo par l'AO;Vélos en location longue durée;;;40909;42369;V;;vélos;
5840;20;1;11;PARC_EXPL_VLocation;Nombre de vélos en libre service appartenant à l'exploitant;;;;40909;42369;V;;vélos;
5841;20;1;11;PARC_EXPL_VLocation_STT;Nombre de vélos en location appartenant au(x) sous-traitant(s);;;;40909;42369;V;;vélos;
5842;20;1;28;PARC_EXPL_VLocation_Age;Parc EXPL : Age moyen vélos en location longue durée;;;;40909;42369;V;;années;
5843;20;1;11;PARC_AO_MAD_Autopartage;véhicules d'autopartage mis à disposition par l'AO;Véhicule d'autopartage;;;40909;42369;V;;véhicules;
5844;20;1;11;PARC_EXPL_Autopartage;Véhicules d'autopartage appartenant à l'exploitant;;;;40909;42369;V;;véhicules;
5845;20;1;11;PARC_EXPL_Autopartage_STT;Véhicules d'autopartage appartenant au(x) sous-traitant(s);;;;40909;42369;V;;véhicules;
5846;20;1;28;PARC_EXPL_Autopartage_Age;Parc EXPL : Age moyen véhicules autopartage;;;;40909;42369;V;;années;
5913;20;1;11;PARC_EXPLAO_Autre;;;;Nombre de véhicules « Autres » (exploitant + mis à disposition par l’AO);37987;;V;;véhicules;
5914;20;1;11;PARC_EXPLAO_BHNS;;;;Nombre de véhicules BHNS (exploitant + mis à disposition par l’AO);39448;;V;;véhicules;
5915;20;1;11;PARC_EXPLAO_BUS_Autocars;;;;Nombre total de bus et d’’autocars (tous types : autobus standards ou articulés, tous gabarit);34700;;V;;véhicules;
5916;20;1;11;PARC_EXPLAO_Funiculaire;;;;Nombre de rames de funiculaire (exploitant + mis à disposition par l’AO);39814;;V;;rames;
5917;20;1;11;PARC_EXPLAO_Metro;;;;Nombre de rames de métro (exploitant + mis à disposition par l’AO);34700;;V;;rames;
5918;20;1;11;PARC_EXPLAO_TAD;;;;Nombre de véhicules TAD (exploitant + mis à disposition par l’AO);38718;;V;;véhicules;
5919;20;1;11;PARC_EXPLAO_TOTAL_yc_STT;;;;Nombre total de véhicules et de rames de l’’exploitant, y compris véhicules en sous-traitance et mis à disposition par l’AO chez l’’exploitant principal uniquement -hors stt chez exploitant secondaire;34700;;V;;rames;
5920;20;1;11;PARC_EXPLAO_TPMR;;;;Nombre de véhicules TPMR (exploitant + mis à disposition par l’AO);38718;;V;;véhicules;
5921;20;1;11;PARC_EXPLAO_Tramway;;;;Nombre de rames de tramway (exploitant + mis à disposition par l’AO);34700;;V;;rames;
6041;20;1;11;PARC_AO_MAD_Total_2;Parc AO : nombre total  de véhicules mis à disposition par l'AO;<strong>TOTAL PARC </strong> (hors sous-traitance, hors réserve);505;;34700;;V;;véhicules;
6042;20;1;11;PARC_EXPL_Total_2;Parc Expl : Total nombre de véhicules appartenant à l'entreprise;;506;;34700;;V;;véhicules;
6043;20;1;28;PARC_EXPL_Total_Age_2;Parc EXPL : Age moyen du parc;;;;37987;;V;;années;
6056;20;1;11;PARC_EXPLAO_Navettes_fm;;;;Nombre total de navettes fluviales et maritimes (exploitant + mis à disposition par l’AO);40909;;V;;bateaux;
6057;20;1;11;PARC_EXPLAO_VLS;;;;Nombre de VLS (exploitant + mis à disposition par l’AO);40909;;V;;vélos;
6058;20;1;11;PARC_EXPLAO_VLocation;;;;Nombre de vélos en longue durée (exploitant + mis à disposition par l’AO + sous-traitants);40909;;V;;vélos;
6059;20;1;11;PARC_EXPLAO_Autopartage;;;;Nombre de véhicules d'autopartage (exploitant + mis à disposition par l’AO + sous-traitants);40909;;V;;véhicules;
6071;20;1;29;Tx_materiel_roulant_accessible;Taux de matériel roulant accessible;Taux de <strong> matériel roulant accessible </strong> (fixé dans le contrat passé avec l'exploitant);;Taux de matériel roulant accessible (fixé dans le contrat passé avec l'exploitant).;42005;;V;;;
6075;20;1;11;PARC_EXPL_Reserve;Parc-Réserve : Nombre de véhicules dormants (en équivalent véhicule-année);Nombre de véhicule de réserve appartenant à l'exploitant;;"En 2015, véhicules dormants demandés
En 2016, véhicules de réserve";34700;;V;;véhicules;
6076;20;1;28;PARC_EXPL_Reserve_Age;Parc  de réserve : Age moyen du parc;Age moyen du parc;;"En 2015, véhicules dormants demandés
En 2016, véhicules de réserve";37987;;V;;années;
6077;20;1;11;PARC_EXPL_MAD_Reserve;Parc-Réserve mis à disposition par l'AO : Nombre de véhicules dormants (en équivalent véhicule-année);Véhicules de réserve;;"en 2015, véhicules dormants
en 2016, véhicules de réserve";34700;;V;;véhicules;
6080;20;1;13;PARC_EXPL_TOTAL_yc_STT_reserve;Parc Total exploitant (sous-traitance et réserve comprises);<big><strong>PARC TOTAL AO + EXPLOITANT (sous-traitance et véhicules de réserve compris)</strong></big>;;;42005;;V;;;1
6097;20;1;11;PARC_AO_MAD_Telepherique_Rames;Parc AO : Nbre de cabines de téléphériques mises à disposition de l'AO;Téléphériques urbains;;;42370;;V;;cabines;
6098;20;1;11;PARC_EXPL_Telepherique_Cabines;Parc EXPL : Nbre de cabines de téléphériques;Téléphérique (hors remontées mécaniques);;;42370;;V;;cabines;
6099;20;1;21;PARC_EXPL_Telepherique_Places;Parc EXPL : Nbre moyen de places d'une cabine de téléphérique;Téléphérique (hors remontées mécaniques);;;42370;;V;;places / cabine;
6100;20;1;28;PARC_EXPL_Telepherique_Age;Parc EXPL : Age moyen du parc de téléphériques;;;;42370;;V;;années;
6142;20;1;11;PARC_AO_MAD_TramTrains_Rames;Parc AO : Nombre de rames de tram-train mises à disposition par l'AO;Tram-train;;;42370;;V;;rames;
6143;20;1;11;PARC_EXPL_TramTrains_Rames;Parc EXPL : Nombre de rames de tram-trains;Tram-trains;;;42370;;V;;rames;
6144;20;1;21;PARC_EXPL_TramTrains_Places;Parc EXPL : nbre moyen de places d'une rame de tram-trains;;;;42370;;V;;places / rames;
6145;20;1;28;PARC_EXPL_TramTrains_Age;Parc EXPL : Age moyen du parc de tram-trains;Tram-trains;;;42370;;V;;années;
6151;20;1;13;PARC_EXPL_TOTAL_yc_STT_sans_reserve;Parc Total exploitant (avec sous-traitance mais sans réserve comprises);<big><strong>PARC TOTAL AO + EXPLOITANT (avec sous-traitance, mais sans véhicules de réserve)</strong></big>;;;42370;;V;;;1
237;21;1;11;Pers_TC_Cadres;Personnel à temps complet : cadres, ingénieurs;Personnel (CDD+CDI) à temps complet (en nombre);237;;34700;40178;V;;agents;
238;21;1;11;Pers_TC_Tech;Personnel à temps complet : agents de maîtrise, techniciens;Pers_TC_Tech;238;;34700;40178;V;;agents;
239;21;1;11;Pers_TC_Employes;Personnel à temps complet : employés;Pers_TC_Employés;239;;34700;40178;V;;agents;
240;21;1;11;Pers_TC_Ouvriers_Roulants;Personnel à temps complet : ouvriers roulants;Pers_TC_Ouvriers_Roulants;240;Pas enquêté en 2016;34700;42369;V;;agents;
241;21;1;11;Pers_TC_Ouvriers_Non_Roulants;Personnel à temps complet : ouvriers non roulants;Pers_TC_Ouvriers_Non_Roulants;241;;34700;40178;V;;agents;
242;21;1;11;Pers_TP_Cadres;Personnel à temps partiel (en nombre) : cadres, ingénieurs;Personnel (CDD+CDI) à temps partiel (en nombre);242;;34700;40178;V;;agents;
243;21;1;11;Pers_TP_Tech;Personnel à temps partiel (en nombre) : agents de maîtrise, techniciens;Pers_TP_Tech;243;;34700;40178;V;;agents;
244;21;1;11;Pers_TP_Employes;Personnel à temps partiel (en nombre) : employés;Pers_TP_Employés;244;;34700;40178;V;;agents;
245;21;1;11;Pers_TP_Ouvriers_Roulants;Personnel à temps partiel (en nombre) : ouvriers roulants;Pers_TP_Ouvriers_Roulants;245;;34700;40178;V;;agents;
246;21;1;11;Pers_TP_Ouvriers_Non_Roulants;Personnel à temps partiel (en nombre) : ouvriers non roulants;Pers_TP_Ouvriers_Non_Roulants;246;;34700;40178;V;;agents;
247;21;1;20;Pers_ETC_Cadres;Personnel à temps partiel (en équivalent temps complet) : cadres, ingénieurs;à temps partiel (en équivalent temps complet);247;;34700;40178;V;;equivalent temps complet;
248;21;1;20;Pers_ETC_Tech;Personnel à temps partiel (en équivalent temps complet) : agents de maîtrise, techniciens;Pers_ETC_Tech;248;;34700;40178;V;;equivalent temps complet;
249;21;1;20;Pers_ETC_Employes;Personnel à temps partiel (en équivalent temps complet) : employés;Pers_ETC_Employés;249;;34700;40178;V;;equivalent temps complet;
250;21;1;21;Pers_ETC_Ouvriers_Roulants;Personnel à temps partiel (en équivalent temps complet) : ouvriers roulants;Pers_ETC_Ouvriers_Roulants;250;Pas enquêté en 2016;34700;42369;V;;equivalent temps complet;
251;21;1;21;Pers_ETC_Ouvriers_Non_Roulants;Personnel à temps partiel (en équivalent temps complet) : ouvriers non roulants;Pers_ETC_Ouvriers_Non_Roulants;251;;34700;40178;V;;equivalent temps complet;
252;21;1;11;Pers_Hom_Cadres;Personnel Hommes : cadres, ingénieurs;Hommes;252;;34700;40178;V;;agents;
253;21;1;11;Pers_Hom_Tech;Personnel Hommes : agents de maîtrise, techniciens;Pers_Hom_Tech;253;;34700;40178;V;;agents;
254;21;1;11;Pers_Hom_Employes;Personnel Hommes : employés;Pers_Hom_Employés;254;;34700;40178;V;;agents;
255;21;1;11;Pers_Hom_Ouvriers_Roulants;Personnel Hommes : ouvriers roulants;Pers_Hom_Ouvriers_Roulants;255;;34700;40178;V;;agents;
256;21;1;11;Pers_Hom_Ouvriers_Non_Roulants;Personnel Hommes : ouvriers non roulants;Pers_Hom_Ouvriers_Non_Roulants;256;;34700;40178;V;;agents;
257;21;1;11;Pers_Fem_Cadres;Personnel Femmes : cadres, ingénieurs;Femmes;257;;34700;40178;V;;agents;
258;21;1;11;Pers_Fem_Tech;Personnel Femmes : agents de maîtrise, techniciens;Pers_Fem_Tech;258;;34700;40178;V;;agents;
259;21;1;11;Pers_Fem_Employes;Personnel Femmes : employés;Pers_Fem_Employés;259;;34700;40178;V;;agents;
260;21;1;11;Pers_Fem_Ouvriers_Roulants;Personnel Femmes : ouvriers roulants;Pers_Fem_Ouvriers_Roulants;260;;34700;40178;V;;agents;
261;21;1;11;Pers_Fem_Ouvriers_Non_Roulants;Personnel Femmes : ouvriers non roulants;Pers_Fem_Ouvriers_Non_Roulants;261;;34700;40178;V;;agents;
262;21;1;10;Pers_0_25_Cadres;Personnel : moins de 25 ans : cadres, ingénieurs;Pers_0_25_Cadres;262;;32874;35064;V;;agents;
263;21;1;10;Pers_0_25_Tech;Personnel : moins de 25 ans : agents de maîtrise, techniciens;Pers_0_25_Tech;263;;32874;35064;V;;agents;
264;21;1;10;Pers_0_25_Employes;Personnel : moins de 25 ans : employés;Pers_0_25_Employés;264;;32874;35064;V;;agents;
265;21;1;10;Pers_0_25_Ouvriers_Roulants;Personnel : moins de 25 ans : ouvriers roulants;Pers_0_25_Ouvriers_Roulants;265;;32874;35064;V;;agents;
266;21;1;10;Pers_0_25_Ouvriers_Non_Roulants;Personnel : moins de 25 ans : ouvriers non roulants;Pers_0_25_Ouvriers_Non_Roulants;266;;32874;35064;V;;agents;
267;21;1;10;Pers_25_40_Cadres;Personnel : de 25 à 40 ans : cadres, ingénieurs;Pers_25_40_Cadres;267;;32874;35064;V;;agents;
